"","external_gene_name","hsapiens_homolog_associated_gene_name","hsapiens_homolog_chromosome","hsapiens_homolog_orthology_type","hsapiens_homolog_perc_id"
"3167","Ddx19a","DDX19A","16","ortholog_one2one",97.4895
"3168","Jakmip2","JAKMIP2","5","ortholog_one2one",99.2683
"3169","Spink1","SPINK1","5","ortholog_one2one",67.5
"3170","Cacna1a","CACNA1A","19","ortholog_one2one",86.4062
"3171","Mrgbp","MRGBP","20","ortholog_one2one",96.5686
"3172","Scgb3a2","SCGB3A2","5","ortholog_one2one",48.9209
"3173","Atl1","ATL1","14","ortholog_one2one",96.4158
"3174","Gm94","C5orf46","5","ortholog_one2one",65.5914
"3175","Spink5","SPINK5","5","ortholog_one2one",63.9135
"3176","Ogfr","OGFR","20","ortholog_one2one",52.6066
"3177","Lrrc66","LRRC66","4","ortholog_one2one",46.6743
"3178","Zfp655","ZNF655","7","ortholog_one2one",73.3826
"3179","Lag3","LAG3","12","ortholog_one2one",69.2898
"3180","Ptms","PTMS","12","ortholog_one2one",91.0891
"3181","Optn","OPTN","10","ortholog_one2one",77.911
"3182","Syt3","SYT3","19","ortholog_one2one",95.5707
"3183","Sav1","SAV1","14","ortholog_one2one",93.0052
"3184","Zscan25","ZSCAN25","7","ortholog_one2one",84.1621
"3185","Slc25a13","SLC25A13","7","ortholog_one2one",95.2663
"3186","Stc1","STC1","8","ortholog_one2one",96.3563
"3187","Sgcb","SGCB","4","ortholog_one2one",94.375
"3188","Skiv2l","SKIC2","6","ortholog_one2one",93.4084
"3189","Nkx2-6","NKX2-6","8","ortholog_one2one",60.2076
"3190","Pla2g4e","PLA2G4E","15","ortholog_one2one",74.0571
"3191","Nkx3-1","NKX3-1","8","ortholog_one2one",63.7131
"3192","Lsmem2","LSMEM2","3","ortholog_one2one",81.3333
"3193","Fbxo22","FBXO22","15","ortholog_one2one",92.5373
"3194","Slc25a37","SLC25A37","8","ortholog_one2one",91.1243
"3195","Spink14","SPINK14","5","ortholog_one2one",66.6667
"3196","Ppp4c","PPP4C","16","ortholog_one2one",100
"3197","Dcp2","DCP2","5","ortholog_one2one",92.4171
"3198","Avil","AVIL","12","ortholog_one2one",89.4994
"3199","Nrg4","NRG4","15","ortholog_one2one",74.7826
"3200","Mcc","MCC","5","ortholog_one2one",95.015
"3201","Myof","MYOF","10","ortholog_one2one",93.9835
"3202","Lrrc4b","LRRC4B","19","ortholog_one2one",95.4866
"3203","Slc26a4","SLC26A4","7","ortholog_one2one",87.5641
"3204","Spata18","SPATA18","4","ortholog_one2one",71.3222
"3205","Ccdc3","CCDC3","10","ortholog_one2one",89.3773
"3206","Atp6v0e2","ATP6V0E2","7","ortholog_one2one",48.2143
"3207","Pla2g4d","PLA2G4D","15","ortholog_one2one",70.4242
"3208","Mprip","MPRIP","17","ortholog_one2one",81.093
"3209","Lrrc61","LRRC61","7","ortholog_one2one",86.4865
"3210","Trim3","TRIM3","11","ortholog_one2one",98.6559
"3211","Capg","CAPG","2","ortholog_one2one",91.9771
"3212","Zc3h14","ZC3H14","14","ortholog_one2one",89.932
"3213","Ythdc2","YTHDC2","5","ortholog_one2one",95.9862
"3214","Camk1d","CAMK1D","10","ortholog_one2one",97.1429
"3215","Tsc2","TSC2","16","ortholog_one2one",91.4823
"3216","Robo3","ROBO3","11","ortholog_one2one",85.0214
"3217","Nedd1","NEDD1","12","ortholog_one2one",85.4545
"3218","Cep350","CEP350","1","ortholog_one2one",80.6785
"3219","Kdm2b","KDM2B","12","ortholog_one2one",94.1176
"3220","Loxl2","LOXL2","8","ortholog_one2one",86.2113
"3221","Mecr","MECR","1","ortholog_one2one",81.7694
"3222","Kcnn2","KCNN2","5","ortholog_one2one",91.5375
"3223","Pla2g4f","PLA2G4F","15","ortholog_one2one",73.0994
"3224","Gm24241","SNORA79","14","ortholog_one2one",68.2759
"3225","Tsfm","TSFM","12","ortholog_one2one",85.4938
"3226","Sfmbt1","SFMBT1","3","ortholog_one2one",89.1078
"3227","Aspdh","ASPDH","19","ortholog_one2one",86.0627
"3228","Rps6ka3","RPS6KA3","X","ortholog_one2one",99.8649
"3229","Adm2","ADM2","22","ortholog_one2one",64
"3230","Mlf2","MLF2","12","ortholog_one2one",97.166
"3231","Sesn1","SESN1","6","ortholog_one2one",95.0998
"3232","Miox","MIOX","22","ortholog_one2one",89.8246
"3233","Agbl2","AGBL2","11","ortholog_one2one",79.5824
"3234","Pgm3","PGM3","6","ortholog_one2one",87.6384
"3235","Trim36","TRIM36","5","ortholog_one2one",90.1235
"3236","Aldh1a3","ALDH1A3","15","ortholog_one2one",93.9453
"3237","Mettl1","METTL1","12","ortholog_one2one",90.2985
"3238","Rarres2","RARRES2","7","ortholog_one2one",62.5767
"3239","Srsf4","SRSF4","1","ortholog_one2one",87.3727
"3240","Pggt1b","PGGT1B","5","ortholog_one2one",96.817
"3241","Cyp27b1","CYP27B1","12","ortholog_one2one",81.6568
"3242","Dlx6","DLX6","7","ortholog_one2one",97.3064
"3243","Ccdc112","CCDC112","5","ortholog_one2one",85.5238
"3244","Mcph1","MCPH1","8","ortholog_one2one",57.4209
"3245","Tmem200b","TMEM200B","1","ortholog_one2one",91.1972
"3246","Prpf38a","PRPF38A","1","ortholog_one2one",98.7179
"3247","Armcx2","ARMCX2","X","ortholog_one2one",63.0102
"3248","Asb7","ASB7","15","ortholog_one2one",99.3711
"3249","Armc2","ARMC2","6","ortholog_one2one",74.0047
"3250","Rwdd2a","RWDD2A","6","ortholog_one2one",93.1507
"3251","Casc1","DNAI7","12","ortholog_one2one",66.0274
"3252","Fem1c","FEM1C","5","ortholog_one2one",99.5138
"3253","Cdo1","CDO1","5","ortholog_one2one",92
"3254","Tmem266","TMEM266","15","ortholog_one2one",87.1747
"3255","Tmem201","TMEM201","1","ortholog_one2one",82.8313
"3256","Folh1","FOLH1","11","ortholog_one2one",84.9734
"3257","Lmf2","LMF2","22","ortholog_one2one",83.0484
"3258","Slco5a1","SLCO5A1","8","ortholog_one2one",88.3529
"3259","Atg12","ATG12","5","ortholog_one2one",88.6525
"3260","Eif1ax","EIF1AX","X","ortholog_one2one",100
"3261","Ap3s1","AP3S1","5","ortholog_one2one",100
"3262","Msantd2","MSANTD2","11","ortholog_one2one",84.0804
"3263","Ddx19b","DDX19B","16","ortholog_one2one",91.498
"3264","Bcap29","BCAP29","7","ortholog_one2one",82.5
"3265","Adad1","ADAD1","4","ortholog_one2one",82.8756
"3266","Trio","TRIO","5","ortholog_one2one",96.2939
"3267","Cfap54","CFAP54","12","ortholog_one2one",71.6809
"3268","Agfg1","AGFG1","2","ortholog_one2one",92.4138
"3269","Lvrn","LVRN","5","ortholog_one2one",67.1039
"3270","Etfa","ETFA","15","ortholog_one2one",95.4955
"3271","Mecp2","MECP2","X","ortholog_one2one",94.2116
"3272","Slc25a33","SLC25A33","1","ortholog_one2one",90.9375
"3273","Auh","AUH","9","ortholog_one2one",93.949
"3274","Angpt2","ANGPT2","8","ortholog_one2one",85.0806
"3275","Dus4l","DUS4L","7","ortholog_one2one",88.2716
"3276","Arl14epl","ARL14EPL","5","ortholog_one2one",88.1579
"3277","Slc22a12","SLC22A12","11","ortholog_one2one",73.9602
"3278","Me1","ME1","6","ortholog_one2one",90.035
"3279","Orc1","ORC1","1","ortholog_one2one",67.8571
"3280","Commd10","COMMD10","5","ortholog_one2one",87.6238
"3281","Agpat5","AGPAT5","8","ortholog_one2one",81.6438
"3282","Il2","IL2","4","ortholog_one2one",56.8047
"3283","Nup210","NUP210","3","ortholog_one2one",84.5175
"3284","Cep55","CEP55","10","ortholog_one2one",75.1082
"3285","Fbxw7","FBXW7","4","ortholog_one2one",96.0563
"3286","Cog5","COG5","7","ortholog_one2one",89.1435
"3287","R3hcc1","R3HCC1","8","ortholog_one2one",64.1393
"3288","Aars","AARS1","16","ortholog_one2one",95.5579
"3289","Isl2","ISL2","15","ortholog_one2one",98.6072
"3290","Spsb1","SPSB1","1","ortholog_one2one",98.5348
"3291","Tex28","TEX28","X","ortholog_one2one",58.4352
"3292","Gpr22","GPR22","7","ortholog_one2one",89.339
"3293","Tktl1","TKTL1","X","ortholog_one2one",70.084
"3294","Sema6a","SEMA6A","5","ortholog_one2one",93.5115
"3295","Esam","ESAM","11","ortholog_one2one",72.335
"3296","Gm25913","SCARNA17","18","ortholog_one2one",69.6296
"3297","Vipr2","VIPR2","7","ortholog_one2one",86.27
"3298","H6pd","H6PD","1","ortholog_one2one",83.0615
"3299","Ffar4","FFAR4","10","ortholog_one2one",86.4266
"3300","Map7d2","MAP7D2","X","ortholog_one2one",69.7823
"3301","Cdk4","CDK4","12","ortholog_one2one",94.7195
"3302","Nfil3","NFIL3","9","ortholog_one2one",84.4156
"3303","Rbp4","RBP4","10","ortholog_one2one",70.2041
"3304","Cenpk","CENPK","5","ortholog_one2one",66.0131
"3305","Prss35","PRSS35","6","ortholog_one2one",77.9951
"3306","Mustn1","MUSTN1","3","ortholog_one2one",84.1463
"3307","Mir34a","MIR34A","1","ortholog_one2one",85.2941
"3308","Gpr157","GPR157","1","ortholog_one2one",84.5455
"3309","Chmp7","CHMP7","8","ortholog_one2one",95.5654
"3310","Vsig2","VSIG2","11","ortholog_one2one",80.7927
"3311","Cc2d1b","CC2D1B","1","ortholog_one2one",81.3679
"3312","Il21","IL21","4","ortholog_one2one",53.7037
"3313","Pde6c","PDE6C","10","ortholog_one2one",86.4111
"3314","Arfip2","ARFIP2","11","ortholog_one2one",99.1202
"3315","Tnni3k","TNNI3K","1","ortholog_one2one",91.0072
"3316","Rhobtb2","RHOBTB2","8","ortholog_one2one",97.8022
"3317","Xkr5","XKR5","8","ortholog_one2one",66.2722
"3318","Nrgn","NRGN","11","ortholog_one2one",96.1538
"3319","Tspan31","TSPAN31","12","ortholog_one2one",88.0952
"3320","Scaper","SCAPER","15","ortholog_one2one",87.8398
"3321","Pebp4","PEBP4","8","ortholog_one2one",41.7355
"3322","Ror2","ROR2","9","ortholog_one2one",92.3729
"3323","Usp46","USP46","4","ortholog_one2one",100
"3324","Egr3","EGR3","8","ortholog_one2one",98.9664
"3325","Eml5","EML5","14","ortholog_one2one",95.8017
"3326","Dlx5","DLX5","7","ortholog_one2one",96.5398
"3327","Exosc6","EXOSC6","16","ortholog_one2one",91.5751
"3328","Bin3","BIN3","8","ortholog_one2one",94.4664
"3329","Repin1","REPIN1","7","ortholog_one2one",84.5258
"3330","Slc2a5","SLC2A5","1","ortholog_one2one",81.6367
"3331","Wdr17","WDR17","4","ortholog_one2one",85.9304
"3332","Ccar2","CCAR2","8","ortholog_one2one",91.5401
"3333","Pcsk1","PCSK1","5","ortholog_one2one",92.5631
"3334","Orai1","ORAI1","12","ortholog_one2one",89.4737
"3335","Cdc123","CDC123","10","ortholog_one2one",92.2619
"3336","Fra10ac1","FRA10AC1","10","ortholog_one2one",86.6667
"3337","Cdk17","CDK17","12","ortholog_one2one",98.6616
"3338","Enox2","ENOX2","X","ortholog_one2one",91.806
"3339","Cdc6","CDC6","17","ortholog_one2one",76.0611
"3340","Slc2a7","SLC2A7","1","ortholog_one2one",73.7143
"3341","Ncaph2","NCAPH2","22","ortholog_one2one",79.6053
"3342","Whrn","WHRN","9","ortholog_one2one",87.3638
"3343","Lgi1","LGI1","10","ortholog_one2one",96.9479
"3344","Josd2","JOSD2","19","ortholog_one2one",94.6809
"3345","Elmod3","ELMOD3","2","ortholog_one2one",80.0525
"3346","9930012K11Rik","C8orf58","8","ortholog_one2one",62.0219
"3347","Rasl11b","RASL11B","4","ortholog_one2one",94.332
"3348","Fpgt","FPGT","1","ortholog_one2one",73.7288
"3349","Morn3","MORN3","12","ortholog_one2one",83.4025
"3350","Tcfl5","TCFL5","20","ortholog_one2one",85.4806
"3351","Sptlc1","SPTLC1","9","ortholog_one2one",91.7548
"3352","Snx3","SNX3","6","ortholog_one2one",100
"3353","Pdlim2","PDLIM2","8","ortholog_one2one",78.51
"3354","Prdm14","PRDM14","8","ortholog_one2one",69.5187
"3355","Nudt5","NUDT5","10","ortholog_one2one",82.1101
"3356","Gm23407","RNU6-770P","6","ortholog_one2one",72.5275
"3357","Slc19a3","SLC19A3","2","ortholog_one2one",69.4672
"3358","Siae","SIAE","11","ortholog_one2one",75.9704
"3359","Elk3","ELK3","12","ortholog_one2one",91.9315
"3360","Glmn","GLMN","1","ortholog_one2one",86.0738
"3361","Ttc8","TTC8","14","ortholog_one2one",95.3398
"3362","Msx2","MSX2","5","ortholog_one2one",92.5094
"3363","Bbs12","BBS12","4","ortholog_one2one",69.0678
"3364","Nr2e1","NR2E1","6","ortholog_one2one",98.961
"3365","Ccl20","CCL20","2","ortholog_one2one",57.8431
"3366","Slc35g1","SLC35G1","10","ortholog_one2one",77.9891
"3367","Plce1","PLCE1","10","ortholog_one2one",84.9739
"3368","AI854703","","7","ortholog_one2one",94.0887
"3369","Fgf2","FGF2","4","ortholog_one2one",94.8052
"3370","Cops7a","COPS7A","12","ortholog_one2one",93.8628
"3371","Ell2","ELL2","5","ortholog_one2one",90.6103
"3372","Sorbs3","SORBS3","8","ortholog_one2one",74.2156
"3373","Pld6","PLD6","17","ortholog_one2one",82.3529
"3374","Gemin4","GEMIN4","17","ortholog_one2one",81.569
"3375","Agap2","AGAP2","12","ortholog_one2one",95.1096
"3376","Gatb","GATB","4","ortholog_one2one",85.4578
"3377","Clasp1","CLASP1","2","ortholog_one2one",96.9716
"3378","Drd1","DRD1","5","ortholog_one2one",91.0314
"3379","Glrx","GLRX","5","ortholog_one2one",88.785
"3380","Nxn","NXN","17","ortholog_one2one",97.931
"3381","Sfxn1","SFXN1","5","ortholog_one2one",94.7205
"3382","Gimap8","GIMAP8","7","ortholog_one2one",51.8895
"3383","Dtwd2","DTWD2","5","ortholog_one2one",84.5638
"3384","Spa17","SPA17","11","ortholog_one2one",72.4832
"3385","Hrh2","HRH2","5","ortholog_one2one",82.6603
"3386","Esyt2","ESYT2","7","ortholog_one2one",92.5444
"3387","Eml6","EML6","2","ortholog_one2one",97.0889
"3388","Hdac11","HDAC11","3","ortholog_one2one",92.219
"3389","Adamts6","ADAMTS6","5","ortholog_one2one",95.8818
"3390","Gpm6a","GPM6A","4","ortholog_one2one",98.9209
"3391","Rcn2","RCN2","15","ortholog_one2one",92.5
"3392","Lrriq3","LRRIQ3","1","ortholog_one2one",60.8215
"3393","Dmxl1","DMXL1","5","ortholog_one2one",89.5868
"3394","Lta4h","LTA4H","12","ortholog_one2one",92.7987
"3395","Ppp3cc","PPP3CC","8","ortholog_one2one",84.8659
"3396","Tbrg1","TBRG1","11","ortholog_one2one",84.7291
"3397","4930451I11Rik","C16orf92","16","ortholog_one2one",60.3604
"3398","Emc10","EMC10","19","ortholog_one2one",82.4627
"3399","Adam29","ADAM29","4","ortholog_one2one",57.536
"3400","Panx3","PANX3","11","ortholog_one2one",88.7755
"3401","Itih4","ITIH4","3","ortholog_one2one",64.2251
"3402","Kras","KRAS","12","ortholog_one2one",89.9471
"3403","Ostm1","OSTM1","6","ortholog_one2one",77.2189
"3404","Sema3b","SEMA3B","3","ortholog_one2one",88.6515
"3405","Glra3","GLRA3","4","ortholog_one2one",95.625
"3406","Flcn","FLCN","17","ortholog_one2one",92.5734
"3407","Os9","OS9","12","ortholog_one2one",80.8036
"3408","Sco2","SCO2","22","ortholog_one2one",80.7843
"3409","Tymp","TYMP","22","ortholog_one2one",81.741
"3410","Lins1","LINS1","15","ortholog_one2one",58.7696
"3411","Rhobtb3","RHOBTB3","5","ortholog_one2one",95.7447
"3412","Scfd2","SCFD2","4","ortholog_one2one",83.4795
"3413","Odf3b","ODF3B","22","ortholog_one2one",74.4094
"3414","Pianp","PIANP","12","ortholog_one2one",92.0863
"3415","Noc3l","NOC3L","10","ortholog_one2one",89.4672
"3416","Hbp1","HBP1","7","ortholog_one2one",92.9658
"3417","Tnfaip8","TNFAIP8","5","ortholog_one2one",87.2642
"3418","Klhdc7b","KLHDC7B","22","ortholog_one2one",46.5558
"3419","Syce3","SYCE3","22","ortholog_one2one",89.7727
"3420","Nudt6","NUDT6","4","ortholog_one2one",73.4824
"3421","Cplx2","CPLX2","5","ortholog_one2one",100
"3422","Cpt1b","CPT1B","22","ortholog_one2one",87.0466
"3423","Gm22588","","18","ortholog_one2one",44.2857
"3424","Tbc1d12","TBC1D12","10","ortholog_one2one",84.957
"3425","Timm22","TIMM22","17","ortholog_one2one",95.3608
"3426","Thoc3","THOC3","5","ortholog_one2one",98.8604
"3427","Hal","HAL","12","ortholog_one2one",93.7595
"3428","Dcbld2","DCBLD2","3","ortholog_one2one",84.7854
"3429","Gimap4","GIMAP4","7","ortholog_one2one",60.3659
"3430","Hsd17b4","HSD17B4","5","ortholog_one2one",85.9864
"3431","Spata9","SPATA9","5","ortholog_one2one",78.9683
"3432","Arhgap36","ARHGAP36","X","ortholog_one2one",73.2203
"3433","Rara","RARA","17","ortholog_one2one",98.2684
"3434","Dnah5","DNAH5","5","ortholog_one2one",89.6343
"3435","Hells","HELLS","10","ortholog_one2one",91.2302
"3436","Cwc27","CWC27","5","ortholog_one2one",89.9787
"3437","Negr1","NEGR1","1","ortholog_one2one",95.6897
"3438","Retsat","RETSAT","2","ortholog_one2one",81.1166
"3439","Srek1ip1","SREK1IP1","5","ortholog_one2one",88.2353
"3440","Amdhd1","AMDHD1","12","ortholog_one2one",89.2019
"3441","Tmem120b","TMEM120B","12","ortholog_one2one",94.3953
"3442","Fam170a","FAM170A","5","ortholog_one2one",63.5135
"3443","Sec61a2","SEC61A2","10","ortholog_one2one",100
"3444","Hpgd","HPGD","4","ortholog_one2one",88.1041
"3445","Foxp3","FOXP3","X","ortholog_one2one",86.7133
"3446","Dyrk1a","DYRK1A","21","ortholog_one2one",97.903
"3447","Gm23725","RNU6-532P","7","ortholog_one2one",87.8505
"3448","Simc1","SIMC1","5","ortholog_one2one",52.8065
"3449","Spata5","SPATA5","4","ortholog_one2one",84.9944
"3450","Gjd3","GJD3","17","ortholog_one2one",85.6115
"3451","B4galnt1","B4GALNT1","12","ortholog_one2one",86.8668
"3452","Atp6v1g1","ATP6V1G1","9","ortholog_one2one",87.2881
"3453","Top2a","TOP2A","17","ortholog_one2one",89.5942
"3454","Car6","CA6","1","ortholog_one2one",51.1041
"3455","Prr16","PRR16","5","ortholog_one2one",92.7632
"3456","Gm22504","","3","ortholog_one2one",75.5396
"3457","Ftmt","FTMT","5","ortholog_one2one",77.2152
"3458","Doc2a","DOC2A","16","ortholog_one2one",93.5802
"3459","Srfbp1","SRFBP1","5","ortholog_one2one",64.3991
"3460","Pdpr","PDPR","16","ortholog_one2one",92.1412
"3461","Zfyve9","ZFYVE9","1","ortholog_one2one",89.1911
"3462","Rgs7bp","RGS7BP","5","ortholog_one2one",94.5525
"3463","Cyp2c55","CYP2C18","10","ortholog_one2one",76.1225
"3464","Rfesd","RFESD","5","ortholog_one2one",86.6242
"3465","Lox","LOX","5","ortholog_one2one",87.5912
"3466","Mtch2","MTCH2","11","ortholog_one2one",91.0256
"3467","Cops3","COPS3","17","ortholog_one2one",99.5272
"3468","Lmntd1","LMNTD1","12","ortholog_one2one",52.5424
"3469","Nthl1","NTHL1","16","ortholog_one2one",79.6667
"3470","Ccdc38","CCDC38","12","ortholog_one2one",69.0941
"3471","St3gal6","ST3GAL6","3","ortholog_one2one",74.1641
"3472","Nelfe","NELFE","6","ortholog_one2one",93.188
"3473","Zfp474","ZNF474","5","ortholog_one2one",70.317
"3474","Gimap6","GIMAP6","7","ortholog_one2one",47.541
"3475","Cers3","CERS3","15","ortholog_one2one",71.1217
"3476","Spry1","SPRY1","4","ortholog_one2one",84.984
"3477","Foxn3","FOXN3","14","ortholog_one2one",94.5295
"3478","Cep44","CEP44","4","ortholog_one2one",66.8394
"3479","1700034E13Rik","","5","ortholog_one2one",94.4444
"3480","Rhof","RHOF","12","ortholog_one2one",92.891
"3481","Chkb","CHKB","22","ortholog_one2one",86.0406
"3482","Sncaip","SNCAIP","5","ortholog_one2one",82.3834
"3483","Igfbp4","IGFBP4","17","ortholog_one2one",92.126
"3484","Dnhd1","DNHD1","11","ortholog_one2one",67.979
"3485","Rnf6","RNF6","13","ortholog_one2one",74.9625
"3486","Tgoln1","TGOLN2","2","ortholog_one2one",40.7932
"3487","Gm24234","RNU6-752P","5","ortholog_one2one",68.2243
"3488","Snrpf","SNRPF","12","ortholog_one2one",100
"3489","Nt5m","NT5M","17","ortholog_one2one",87.2727
"3490","Sh3d19","SH3D19","4","ortholog_one2one",77.1831
"3491","Ncapg2","NCAPG2","7","ortholog_one2one",81.4587
"3492","Cel","CEL","9","ortholog_one2one",79.2988
"3493","Rrp8","RRP8","11","ortholog_one2one",66.2028
"3494","Gimap7","GIMAP7","7","ortholog_one2one",61.4334
"3495","Sobp","SOBP","6","ortholog_one2one",95.3704
"3496","Rassf8","RASSF8","12","ortholog_one2one",91.6468
"3497","Slc39a14","SLC39A14","8","ortholog_one2one",86.9121
"3498","Ntn4","NTN4","12","ortholog_one2one",89.8089
"3499","Dhtkd1","DHTKD1","10","ortholog_one2one",87.8393
"3500","Ptk2","PTK2","8","ortholog_one2one",97.1638
"3501","Gimap1","GIMAP1","7","ortholog_one2one",61.6667
"3502","Tns4","TNS4","17","ortholog_one2one",76.4368
"3503","Fbxo8","FBXO8","4","ortholog_one2one",95.9248
"3504","Kcnj6","KCNJ6","21","ortholog_one2one",98.8235
"3505","Pstpip1","PSTPIP1","15","ortholog_one2one",87.9518
"3506","Mybpc2","MYBPC2","19","ortholog_one2one",92.5176
"3507","Usp44","USP44","12","ortholog_one2one",80.1688
"3508","Bhlhe41","BHLHE41","12","ortholog_one2one",85.1219
"3509","Pdss2","PDSS2","6","ortholog_one2one",87.7805
"3510","Unc13d","UNC13D","17","ortholog_one2one",88.1106
"3511","Poln","POLN","4","ortholog_one2one",72.7483
"3512","Upf2","UPF2","10","ortholog_one2one",97.0055
"3513","Prkar2b","PRKAR2B","7","ortholog_one2one",97.5962
"3514","Macrod1","MACROD1","11","ortholog_one2one",86.0681
"3515","Fbln2","FBLN2","3","ortholog_one2one",82.6372
"3516","Cpox","CPOX","3","ortholog_one2one",81.0384
"3517","Txndc12","TXNDC12","1","ortholog_one2one",91.1765
"3518","Gtf3c5","GTF3C5","9","ortholog_one2one",85.1923
"3519","Rnf180","RNF180","5","ortholog_one2one",82.0946
"3520","Gm24764","RNU2-20P","3","ortholog_one2one",64.3216
"3521","Gpr15","GPR15","3","ortholog_one2one",76.3889
"3522","Cldnd1","CLDND1","3","ortholog_one2one",91.6996
"3523","Kti12","KTI12","1","ortholog_one2one",74.9288
"3524","Gnai2","GNAI2","3","ortholog_one2one",98.3099
"3525","Tnfsf8","TNFSF8","9","ortholog_one2one",69.8745
"3526","Glg1","GLG1","16","ortholog_one2one",96.2553
"3527","Flrt1","FLRT1","11","ortholog_one2one",96.1424
"3528","Bend3","BEND3","6","ortholog_one2one",91.1515
"3529","Rab3b","RAB3B","1","ortholog_one2one",93.4211
"3530","Adamts17","ADAMTS17","15","ortholog_one2one",86.8984
"3531","Slc9a3r2","SLC9A3R2","16","ortholog_one2one",91.6914
"3532","Itih3","ITIH3","3","ortholog_one2one",84.9269
"3533","Htr1a","HTR1A","5","ortholog_one2one",88.361
"3534","Efcab11","EFCAB11","14","ortholog_one2one",77.1605
"3535","Tspan3","TSPAN3","15","ortholog_one2one",89.4531
"3536","Rere","RERE","1","ortholog_one2one",94.5443
"3537","Otub1","OTUB1","11","ortholog_one2one",99.631
"3538","Cd24a","CD24","6","ortholog_one2one",33.6735
"3539","Nqo2","NQO2","6","ortholog_one2one",80.9524
"3540","Snx2","SNX2","5","ortholog_one2one",98.0732
"3541","Qrsl1","QRSL1","6","ortholog_one2one",88.5714
"3542","Ccdc22","CCDC22","X","ortholog_one2one",88.0383
"3543","Proser2","PROSER2","10","ortholog_one2one",53.2909
"3544","Prss48","PRSS48","4","ortholog_one2one",59.6154
"3545","Kcnj15","KCNJ15","21","ortholog_one2one",89.801
"3546","Cox8a","COX8A","11","ortholog_one2one",68.1159
"3547","Ankrd50","ANKRD50","4","ortholog_one2one",94.4604
"3548","Ino80e","INO80E","16","ortholog_one2one",58.8462
"3549","Snx24","SNX24","5","ortholog_one2one",97.0414
"3550","Peak1","PEAK1","15","ortholog_one2one",86.513
"3551","Arhgef25","ARHGEF25","12","ortholog_one2one",79.6116
"3552","Ptprn2","PTPRN2","7","ortholog_one2one",70.7293
"3553","Rps3a1","RPS3A","4","ortholog_one2one",99.2424
"3554","Scn1a","SCN1A","2","ortholog_one2one",98.1583
"3555","Ppic","PPIC","5","ortholog_one2one",90.566
"3556","Igsf1","IGSF1","X","ortholog_one2one",87.3956
"3557","Arsk","ARSK","5","ortholog_one2one",79.1367
"3558","Vav1","VAV1","19","ortholog_one2one",93.1361
"3559","Slc45a1","SLC45A1","1","ortholog_one2one",90.5459
"3560","Snord73a","SNORD73A","4","ortholog_one2one",79.4118
"3561","Piwil2","PIWIL2","8","ortholog_one2one",88.1565
"3562","Prdm6","PRDM6","5","ortholog_one2one",94.6309
"3563","Fat4","FAT4","4","ortholog_one2one",91.4073
"3564","Naa40","NAA40","11","ortholog_one2one",98.7342
"3565","Col28a1","COL28A1","7","ortholog_one2one",84.9255
"3566","Snap91","SNAP91","6","ortholog_one2one",93.6737
"3567","Nrd1","NRDC","1","ortholog_one2one",86.3304
"3568","Haus3","HAUS3","4","ortholog_one2one",78.0702
"3569","Gm23796","RNU1-98P","21","ortholog_one2one",68.125
"3570","Tcf4","TCF4","18","ortholog_one2one",94.7977
"3571","Spib","SPIB","19","ortholog_one2one",78.169
"3572","Hand2","HAND2","4","ortholog_one2one",100
"3573","Zranb2","ZRANB2","1","ortholog_one2one",96.9697
"3574","Rfwd3","RFWD3","16","ortholog_one2one",66.6667
"3575","Gm25918","RNU6-1081P","2","ortholog_one2one",81.5534
"3576","Mxd4","MXD4","4","ortholog_one2one",91.866
"3577","Sspn","SSPN","12","ortholog_one2one",82.8704
"3578","4833439L19Rik","KIAA1191","5","ortholog_one2one",80.8581
"3579","Hirip3","HIRIP3","16","ortholog_one2one",54.2429
"3580","Itih1","ITIH1","3","ortholog_one2one",81.9978
"3581","Pik3cg","PIK3CG","7","ortholog_one2one",94.1016
"3582","Setd1b","SETD1B","12","ortholog_one2one",89.1688
"3583","Pdlim1","PDLIM1","10","ortholog_one2one",88.685
"3584","Wnt7a","WNT7A","3","ortholog_one2one",99.1404
"3585","Sae1","SAE1","19","ortholog_one2one",92.2857
"3586","Rcor2","RCOR2","11","ortholog_one2one",97.5143
"3587","Tcf7l1","TCF7L1","2","ortholog_one2one",92.6544
"3588","Mlkl","MLKL","16","ortholog_one2one",61.2288
"3589","Gabrr3","GABRR3","3","ortholog_one2one",83.6207
"3590","Polr3d","POLR3D","8","ortholog_one2one",93.9698
"3591","Sorbs1","SORBS1","10","ortholog_one2one",55.814
"3592","Lysmd4","LYSMD4","15","ortholog_one2one",70.9898
"3593","Tdp1","TDP1","14","ortholog_one2one",81.2808
"3594","Zfyve28","ZFYVE28","4","ortholog_one2one",80.442
"3595","Rtn4ip1","RTN4IP1","6","ortholog_one2one",90.1515
"3596","Arl10","ARL10","5","ortholog_one2one",87.6543
"3597","Phyhip","PHYHIP","8","ortholog_one2one",99.3939
"3598","Nox4","NOX4","11","ortholog_one2one",83.7838
"3599","Nop16","NOP16","5","ortholog_one2one",87.2928
"3600","Crybg3","CRYBG3","3","ortholog_one2one",62.6016
"3601","Stk26","STK26","X","ortholog_one2one",98.0769
"3602","Dtx3","DTX3","12","ortholog_one2one",81.519
"3603","Bmp1","BMP1","8","ortholog_one2one",95.2573
"3604","Fa2h","FA2H","16","ortholog_one2one",82.5269
