"","external_gene_name","hsapiens_homolog_associated_gene_name","hsapiens_homolog_chromosome","hsapiens_homolog_orthology_type","hsapiens_homolog_perc_id"
"4356","Golga7b","GOLGA7B","10","ortholog_one2one",98.8024
"4357","Mxd4","MXD4","4","ortholog_one2one",91.866
"4358","Olfr981","OR10G6","11","ortholog_one2one",91.2903
"4359","Aif1","AIF1","6","ortholog_one2one",89.1156
"4360","Rom1","ROM1","11","ortholog_one2one",84.3305
"4361","Setbp1","SETBP1","18","ortholog_one2one",90.3287
"4362","Eml3","EML3","11","ortholog_one2one",93.534
"4363","Il6st","IL6ST","5","ortholog_one2one",77.2083
"4364","Olfr982","OR10S1","11","ortholog_one2one",85.0467
"4365","Arhgap42","ARHGAP42","11","ortholog_one2one",96.0761
"4366","Setd1b","SETD1B","12","ortholog_one2one",89.1688
"4367","Pard6g","PARD6G","18","ortholog_one2one",76.7016
"4368","Praf2","PRAF2","X","ortholog_one2one",91.0112
"4369","Kctd13","KCTD13","16","ortholog_one2one",94.2249
"4370","Adnp2","ADNP2","18","ortholog_one2one",77.7682
"4371","Adgrg4","ADGRG4","X","ortholog_one2one",59.0628
"4372","Rbfa","RBFA","18","ortholog_one2one",58.8571
"4373","Rwdd2b","RWDD2B","21","ortholog_one2one",82.069
"4374","Adamts18","ADAMTS18","16","ortholog_one2one",88.7613
"4375","Crtac1","CRTAC1","10","ortholog_one2one",93.0982
"4376","Ctsc","CTSC","11","ortholog_one2one",77.2727
"4377","Usp16","USP16","21","ortholog_one2one",82.6667
"4378","Olfr984","OR4D5","11","ortholog_one2one",90.4459
"4379","Adgrg2","ADGRG2","X","ortholog_one2one",81.5659
"4380","Prkch","PRKCH","14","ortholog_one2one",97.511
"4381","Lst1","LST1","6","ortholog_one2one",53.7634
"4382","Olfr986","OR6X1","11","ortholog_one2one",85.2564
"4383","Txnl4a","TXNL4A","18","ortholog_one2one",100
"4384","Zfp202","ZNF202","11","ortholog_one2one",79.5632
"4385","Trarg1","TRARG1","17","ortholog_one2one",75.7225
"4386","Zfyve28","ZFYVE28","4","ortholog_one2one",80.884
"4387","Hsbp1l1","HSBP1L1","18","ortholog_one2one",72.2222
"4388","Asphd1","ASPHD1","16","ortholog_one2one",88.0556
"4389","Gosr1","GOSR1","17","ortholog_one2one",96.8
"4390","Nr2c2","NR2C2","3","ortholog_one2one",93.1637
"4391","Cntn5","CNTN5","11","ortholog_one2one",90.6193
"4392","Tpp1","TPP1","11","ortholog_one2one",88.4342
"4393","Nfkbil1","NFKBIL1","6","ortholog_one2one",91.8635
"4394","Zfp277","ZNF277","7","ortholog_one2one",67.41
"4395","Slc66a2","SLC66A2","18","ortholog_one2one",88.9299
"4396","R3hcc1l","R3HCC1L","10","ortholog_one2one",63.0968
"4397","Abra","ABRA","8","ortholog_one2one",79.7333
"4398","Hook2","HOOK2","19","ortholog_one2one",86.3129
"4399","Bloc1s5","BLOC1S5","6","ortholog_one2one",76.7568
"4400","Cfap99","CFAP99","4","ortholog_one2one",72.6852
"4401","Atp6v1g2","ATP6V1G2","6","ortholog_one2one",94.9153
"4402","Cdk8","CDK8","13","ortholog_one2one",98.9224
"4403","Cct8","CCT8","21","ortholog_one2one",96.8978
"4404","Rcc1","RCC1","1","ortholog_one2one",91.0138
"4405","Ddx39b","DDX39B","6","ortholog_one2one",99.5327
"4406","Mta2","MTA2","11","ortholog_one2one",98.503
"4407","Rspo2","RSPO2","8","ortholog_one2one",95.8848
"4408","Stk38l","STK38L","12","ortholog_one2one",96.1783
"4409","Ythdf1","YTHDF1","20","ortholog_one2one",89.4198
"4410","Eif3e","EIF3E","8","ortholog_one2one",100
"4411","Rbm5","RBM5","3","ortholog_one2one",98.0368
"4412","Prima1","PRIMA1","14","ortholog_one2one",91.5033
"4413","Mef2c","MEF2C","5","ortholog_one2one",91.5289
"4414","Emc2","EMC2","8","ortholog_one2one",97.3064
"4415","Fam181a","FAM181A","14","ortholog_one2one",76.7123
"4416","Tut1","TUT1","11","ortholog_one2one",78.481
"4417","Asb2","ASB2","14","ortholog_one2one",89.9054
"4418","Mef2a","MEF2A","15","ortholog_one2one",96.988
"4419","Tor3a","TOR3A","1","ortholog_one2one",69.8701
"4420","Mrps25","MRPS25","3","ortholog_one2one",88.8889
"4421","Trhr","TRHR","8","ortholog_one2one",94.402
"4422","Rpap2","RPAP2","1","ortholog_one2one",69.3811
"4423","Nudcd1","NUDCD1","8","ortholog_one2one",90.2062
"4424","Bach1","BACH1","21","ortholog_one2one",80.2436
"4425","Otub2","OTUB2","14","ortholog_one2one",68.4211
"4426","Kcng2","KCNG2","18","ortholog_one2one",84.1667
"4427","Rbsn","RBSN","3","ortholog_one2one",83.6526
"4428","H3f3a","H3-3A","1","ortholog_one2one",100
"4429","Ctdp1","CTDP1","18","ortholog_one2one",76.0417
"4430","Eef1g","EEF1G","11","ortholog_one2one",98.1693
"4431","Grik1","GRIK1","21","ortholog_one2one",97.471
"4432","Scn9a","SCN9A","2","ortholog_one2one",93.3972
"4433","Eny2","ENY2","8","ortholog_one2one",100
"4434","Thsd7a","THSD7A","7","ortholog_one2one",91.0085
"4435","Ikbkb","IKBKB","8","ortholog_one2one",92.4703
"4436","Hif1a","HIF1A","14","ortholog_one2one",89.2345
"4437","Ahnak","AHNAK","11","ortholog_one2one",46.6231
"4438","Arhgap12","ARHGAP12","10","ortholog_one2one",91.3405
"4439","Cpd","CPD","17","ortholog_one2one",91.2128
"4440","Ap2s1","AP2S1","19","ortholog_one2one",100
"4441","Sde2","SDE2","1","ortholog_one2one",67.1875
"4442","Hdac7","HDAC7","12","ortholog_one2one",89.8216
"4443","Phactr4","PHACTR4","1","ortholog_one2one",80.1136
"4444","Asrgl1","ASRGL1","11","ortholog_one2one",73.3129
"4445","Rab38","RAB38","11","ortholog_one2one",97.1564
"4446","Mapk8ip3","MAPK8IP3","16","ortholog_one2one",92.9368
"4447","Pyroxd2","PYROXD2","10","ortholog_one2one",83.6457
"4448","Iffo1","IFFO1","12","ortholog_one2one",94.3061
"4449","Tmigd1","TMIGD1","17","ortholog_one2one",73.5632
"4450","Polr3c","POLR3C","1","ortholog_one2one",93.4334
"4451","Slc1a5","SLC1A5","19","ortholog_one2one",81.0811
"4452","Fam20b","FAM20B","1","ortholog_one2one",97.3105
"4453","Fbf1","FBF1","17","ortholog_one2one",64.8764
"4454","Fkrp","FKRP","19","ortholog_one2one",93.9271
"4455","Cldn8","CLDN8","21","ortholog_one2one",82.6667
"4456","Mrpl17","MRPL17","11","ortholog_one2one",84.0909
"4457","Snapc1","SNAPC1","14","ortholog_one2one",73.2648
"4458","Incenp","INCENP","11","ortholog_one2one",74.3182
"4459","Psmd9","PSMD9","12","ortholog_one2one",84.6847
"4460","Eya1","EYA1","8","ortholog_one2one",96.2775
"4461","2310022A10Rik","C19orf47","19","ortholog_one2one",84.0194
"4462","Olfr161","OR1F1","16","ortholog_one2one",73.4824
"4463","Ddx24","DDX24","14","ortholog_one2one",73.8649
"4464","Wasf3","WASF3","13","ortholog_one2one",93.8124
"4465","Scn7a","SCN7A","2","ortholog_one2one",74.1225
"4466","Etnppl","ETNPPL","4","ortholog_one2one",83.9679
"4467","Lrrtm4","LRRTM4","2","ortholog_one2one",94.4162
"4468","Rasef","RASEF","9","ortholog_one2one",80.5085
"4469","Kcnk5","KCNK5","6","ortholog_one2one",88.8446
"4470","Plat","PLAT","8","ortholog_one2one",80.1431
"4471","Rnase4","RNASE4","14","ortholog_one2one",83.1081
"4472","Mefv","MEFV","16","ortholog_one2one",40.4703
"4473","Tmem106b","TMEM106B","7","ortholog_one2one",95.6364
"4474","Syt16","SYT16","14","ortholog_one2one",78.8732
"4475","Nek1","NEK1","4","ortholog_one2one",82.5882
"4476","Tsc1","TSC1","9","ortholog_one2one",87.4246
"4477","Kcnk16","KCNK16","6","ortholog_one2one",87.3288
"4478","Hpd","HPD","12","ortholog_one2one",89.5674
"4479","Rnase6","RNASE6","14","ortholog_one2one",62.7451
"4480","Rnase1","RNASE1","14","ortholog_one2one",70.4698
"4481","Kcnh5","KCNH5","14","ortholog_one2one",98.0769
"4482","Prickle2","PRICKLE2","3","ortholog_one2one",89.2342
"4483","Zfp263","ZNF263","16","ortholog_one2one",84.4118
"4484","Dock4","DOCK4","7","ortholog_one2one",98.18
"4485","Rb1","RB1","13","ortholog_one2one",91.0966
"4486","Foxo1","FOXO1","13","ortholog_one2one",92.9448
"4487","Rnf4","RNF4","4","ortholog_one2one",87.6289
"4488","Plekhg5","PLEKHG5","1","ortholog_one2one",77.8785
"4489","Olfr15","OR2C1","16","ortholog_one2one",82.0513
"4490","Best1","BEST1","11","ortholog_one2one",66.0617
"4491","Zfp174","ZNF174","16","ortholog_one2one",74.9386
"4492","Zfp597","ZNF597","16","ortholog_one2one",62.7685
"4493","Rnf115","RNF115","1","ortholog_one2one",92.7869
"4494","Psme4","PSME4","2","ortholog_one2one",95.7678
"4495","Naa60","NAA60","16","ortholog_one2one",96.6942
"4496","Hps1","HPS1","10","ortholog_one2one",79.2135
"4497","Man2c1","MAN2C1","15","ortholog_one2one",89.5091
"4498","Lpar6","LPAR6","13","ortholog_one2one",93.0233
"4499","Tmem135","TMEM135","11","ortholog_one2one",91.7031
"4500","Itm2b","ITM2B","13","ortholog_one2one",95.4887
"4501","Nfatc1","NFATC1","18","ortholog_one2one",83.9191
"4502","Adam22","ADAM22","7","ortholog_one2one",92.0173
"4503","Med4","MED4","13","ortholog_one2one",94.4444
"4504","Rpl34","RPL34","4","ortholog_one2one",99.1453
"4505","Tmem168","TMEM168","7","ortholog_one2one",95.4089
"4506","Nudt15","NUDT15","13","ortholog_one2one",85.8824
"4507","Gcfc2","GCFC2","2","ortholog_one2one",70.4811
"4508","1700037C18Rik","C16orf90","16","ortholog_one2one",74.8571
"4509","Sucla2","SUCLA2","13","ortholog_one2one",91.1447
"4510","Insrr","INSRR","1","ortholog_one2one",88.9231
"4511","Cluap1","CLUAP1","16","ortholog_one2one",89.5884
"4512","Bmt2","BMT2","7","ortholog_one2one",94.5409
"4513","Lrrc28","LRRC28","15","ortholog_one2one",89.9183
"4514","Pycr2","PYCR2","1","ortholog_one2one",92.1875
"4515","Mrpl19","MRPL19","2","ortholog_one2one",81.5069
"4516","Nudt13","NUDT13","10","ortholog_one2one",77.8409
"4517","Sh2d2a","SH2D2A","1","ortholog_one2one",63.369
"4518","Gpr85","GPR85","7","ortholog_one2one",100
"4519","Med18","MED18","1","ortholog_one2one",98.5577
"4520","Nlrc3","NLRC3","16","ortholog_one2one",60.3837
"4521","Rhoj","RHOJ","14","ortholog_one2one",92.9907
"4522","Tnfrsf25","TNFRSF25","1","ortholog_one2one",65.2068
"4523","Arntl2","ARNTL2","12","ortholog_one2one",71.3299
"4524","Gpr75","GPR75","2","ortholog_one2one",87.963
"4525","Sesn2","SESN2","1","ortholog_one2one",91.4583
"4526","Prcc","PRCC","1","ortholog_one2one",93.279
"4527","Ptpn4","PTPN4","2","ortholog_one2one",94.7084
"4528","Tmem87a","TMEM87A","15","ortholog_one2one",88.75
"4529","Vdr","VDR","12","ortholog_one2one",88.8626
"4530","Hdgf","HDGF","1","ortholog_one2one",88.1857
"4531","Ap3m2","AP3M2","8","ortholog_one2one",98.3254
"4532","Blmh","BLMH","17","ortholog_one2one",93.1868
"4533","Fzd4","FZD4","11","ortholog_one2one",97.0205
"4534","Pdzk1","PDZK1","1","ortholog_one2one",78.42
"4535","Immp2l","IMMP2L","7","ortholog_one2one",91.4286
"4536","Rab3il1","RAB3IL1","11","ortholog_one2one",75.6944
"4537","Scn3b","SCN3B","11","ortholog_one2one",97.6744
"4538","Slx4","SLX4","16","ortholog_one2one",59.2332
"4539","Prss23","PRSS23","11","ortholog_one2one",90.8377
"4540","Atpif1","ATP5IF1","1","ortholog_one2one",67.9245
"4541","Tmem106c","TMEM106C","12","ortholog_one2one",75
"4542","Atp9b","ATP9B","18","ortholog_one2one",93.1937
"4543","Frmd3","FRMD3","9","ortholog_one2one",91.0924
"4544","Krt36","KRT36","17","ortholog_one2one",83.5095
"4545","Nr1h2","NR1H2","19","ortholog_one2one",89.4619
"4546","Asb3","ASB3","2","ortholog_one2one",77.1277
"4547","Pkhd1l1","PKHD1L1","8","ortholog_one2one",81.7133
"4548","Htr2a","HTR2A","13","ortholog_one2one",91.5074
"4549","Get3","GET3","19","ortholog_one2one",99.7126
"4550","Maml2","MAML2","11","ortholog_one2one",82.906
"4551","Ecd","ECD","10","ortholog_one2one",77.2231
"4552","Tmem177","TMEM177","2","ortholog_one2one",78.4566
"4553","Trir","TRIR","19","ortholog_one2one",91.9075
"4554","Cnnm1","CNNM1","10","ortholog_one2one",92.5926
"4555","Sh3rf1","SH3RF1","4","ortholog_one2one",90.3479
"4556","Brs3","BRS3","X","ortholog_one2one",85.213
"4557","Neil1","NEIL1","15","ortholog_one2one",79.1774
"4558","Adamts9","ADAMTS9","3","ortholog_one2one",88.5552
"4559","Ccdc120","CCDC120","X","ortholog_one2one",89.6661
"4560","Mrpl24","MRPL24","1","ortholog_one2one",87.963
"4561","Eps15","EPS15","1","ortholog_one2one",85.5305
"4562","Pbrm1","PBRM1","3","ortholog_one2one",97.3005
"4563","Commd4","COMMD4","15","ortholog_one2one",90.9548
"4564","Got1","GOT1","10","ortholog_one2one",90.799
"4565","Gtpbp4","GTPBP4","10","ortholog_one2one",94.795
"4566","Krt15","KRT15","17","ortholog_one2one",87.2807
"4567","Eif4g1","EIF4G1","3","ortholog_one2one",91.125
"4568","Htatsf1","HTATSF1","X","ortholog_one2one",74.5046
"4569","Cbr4","CBR4","4","ortholog_one2one",86.4407
"4570","Cog6","COG6","13","ortholog_one2one",91.0198
"4571","Krt19","KRT19","17","ortholog_one2one",82.3821
"4572","Wwox","WWOX","16","ortholog_one2one",93.4783
"4573","Slc25a28","SLC25A28","10","ortholog_one2one",97.5275
"4574","Eva1a","EVA1A","2","ortholog_one2one",84.6154
"4575","Slc6a4","SLC6A4","17","ortholog_one2one",92.5397
"4576","Spaca9","SPACA9","9","ortholog_one2one",89.881
"4577","Fads3","FADS3","11","ortholog_one2one",89.3096
"4578","Tmem63a","TMEM63A","1","ortholog_one2one",89.9254
"4579","Ak8","AK8","9","ortholog_one2one",77.0355
"4580","Ppp1r3a","PPP1R3A","7","ortholog_one2one",63.6364
"4581","Rbm6","RBM6","3","ortholog_one2one",89.2665
"4582","Dnajb9","DNAJB9","7","ortholog_one2one",94.1441
"4583","Tacr1","TACR1","2","ortholog_one2one",94.5946
"4584","Gtf3c4","GTF3C4","9","ortholog_one2one",93.6353
"4585","Il31ra","IL31RA","5","ortholog_one2one",60.3352
"4586","Morc4","MORC4","X","ortholog_one2one",82.1121
"4587","Wdr89","WDR89","14","ortholog_one2one",81.0881
"4588","Maf","MAF","16","ortholog_one2one",96.0526
"4589","Erlec1","ERLEC1","2","ortholog_one2one",96.4803
"4590","Dynlrb2","DYNLRB2","16","ortholog_one2one",97.9167
"4591","Pole4","POLE4","2","ortholog_one2one",91.5966
"4592","Sez6l2","SEZ6L2","16","ortholog_one2one",95.9913
"4593","Cdyl2","CDYL2","16","ortholog_one2one",92.0477
"4594","Entpd7","ENTPD7","10","ortholog_one2one",92.0792
"4595","Sgpp1","SGPP1","14","ortholog_one2one",81.6279
"4596","Pnpla8","PNPLA8","7","ortholog_one2one",83.1186
"4597","Ncapd2","NCAPD2","12","ortholog_one2one",86.5661
"4598","Kat6a","KAT6A","8","ortholog_one2one",85.1437
"4599","Sall3","SALL3","18","ortholog_one2one",83.2576
"4600","Cfap221","CFAP221","2","ortholog_one2one",72.3684
"4601","Fads2","FADS2","11","ortholog_one2one",87.6126
"4602","Acox1","ACOX1","17","ortholog_one2one",88.0484
"4603","Gja8","GJA8","1","ortholog_one2one",87.2727
"4604","Lhfp","LHFPL6","13","ortholog_one2one",97
"4605","Mbp","MBP","18","ortholog_one2one",87.2
"4606","Mtmr2","MTMR2","11","ortholog_one2one",97.3561
"4607","Lef1","LEF1","4","ortholog_one2one",97.733
"4608","Cox15","COX15","10","ortholog_one2one",89.5884
"4609","Ebag9","EBAG9","8","ortholog_one2one",97.6526
"4610","Ppp4r4","PPP4R4","14","ortholog_one2one",90.7429
"4611","Fads1","FADS1","11","ortholog_one2one",87.9195
"4612","Kdm4c","KDM4C","9","ortholog_one2one",84.63
"4613","Tmem161b","TMEM161B","5","ortholog_one2one",95.0719
"4614","Terf1","TERF1","8","ortholog_one2one",66.2708
"4615","Sybu","SYBU","8","ortholog_one2one",71.3745
"4616","Cenpn","CENPN","16","ortholog_one2one",72.997
"4617","Ddx31","DDX31","9","ortholog_one2one",79.7671
"4618","Hk2","HK2","2","ortholog_one2one",94.2203
"4619","Grk6","GRK6","5","ortholog_one2one",91.8506
"4620","Dmac1","DMAC1","9","ortholog_one2one",57.6577
"4621","Tnpo2","TNPO2","19","ortholog_one2one",99.6656
"4622","Ikbkg","IKBKG","X","ortholog_one2one",84.4186
"4623","Mon1a","MON1A","3","ortholog_one2one",94.0648
"4624","Ephx1","EPHX1","1","ortholog_one2one",83.5165
"4625","Chac2","CHAC2","2","ortholog_one2one",93.8202
"4626","B3galt1","B3GALT1","2","ortholog_one2one",100
"4627","Fen1","FEN1","11","ortholog_one2one",96.5789
"4628","Nsrp1","NSRP1","17","ortholog_one2one",75.2768
"4629","Napsa","NAPSA","19","ortholog_one2one",70.4057
"4630","Syncrip","SYNCRIP","6","ortholog_one2one",99.679
"4631","Acp6","ACP6","1","ortholog_one2one",76.555
"4632","Barhl1","BARHL1","9","ortholog_one2one",97.5535
"4633","Tmem258","TMEM258","11","ortholog_one2one",100
"4634","Mrpl51","MRPL51","12","ortholog_one2one",82.0312
"4635","Tmem37","TMEM37","2","ortholog_one2one",67.2986
"4636","Ten1","TEN1","17","ortholog_one2one",47.205
"4637","Serpina10","SERPINA10","14","ortholog_one2one",70.5357
"4638","Cfap77","CFAP77","9","ortholog_one2one",87.2792
"4639","Sbspon","SBSPON","8","ortholog_one2one",89.3939
"4640","Pals2","PALS2","7","ortholog_one2one",95.66
"4641","Abcc2","ABCC2","10","ortholog_one2one",77.5761
"4642","Me3","ME3","11","ortholog_one2one",94.2053
"4643","Rrnad1","METTL25B","1","ortholog_one2one",86.5263
"4644","Kcnv1","KCNV1","8","ortholog_one2one",95.0298
"4645","Stc2","STC2","5","ortholog_one2one",87.5
"4646","Ganc","GANC","15","ortholog_one2one",84.3373
"4647","Cdk3","CDK3","17","ortholog_one2one",82.8947
"4648","Col2a1","COL2A1","12","ortholog_one2one",95.2253
"4649","4930444P10Rik","C8orf89","8","ortholog_one2one",55.6757
"4650","Krt17","KRT17","17","ortholog_one2one",95.1501
"4651","Nhlrc3","NHLRC3","13","ortholog_one2one",82.9971
"4652","Rpl7","RPL7","8","ortholog_one2one",78.1362
"4653","Dnmbp","DNMBP","10","ortholog_one2one",76.0127
"4654","Atmin","ATMIN","16","ortholog_one2one",78.8509
"4655","1700030J22Rik","C16orf46","16","ortholog_one2one",53.3007
"4656","Gcsh","GCSH","16","ortholog_one2one",81.7647
"4657","Isg20l2","ISG20L2","1","ortholog_one2one",70.9239
"4658","Hadh","HADH","4","ortholog_one2one",89.8089
"4659","Nvl","NVL","1","ortholog_one2one",87.9532
"4660","Fbxw9","FBXW9","19","ortholog_one2one",77.2926
"4661","Kcnc3","KCNC3","19","ortholog_one2one",91.039
"4662","Efcab5","EFCAB5","17","ortholog_one2one",57.3969
"4663","Ptafr","PTAFR","1","ortholog_one2one",81.8182
"4664","Ttc39a","TTC39A","1","ortholog_one2one",91.3495
"4665","Ccdc81","CCDC81","11","ortholog_one2one",78.7462
"4666","Proser1","PROSER1","13","ortholog_one2one",80.8324
"4667","Rdh10","RDH10","8","ortholog_one2one",98.827
"4668","Dhps","DHPS","19","ortholog_one2one",91.3279
"4669","Ttf1","TTF1","9","ortholog_one2one",51.4552
"4670","Cnih4","CNIH4","1","ortholog_one2one",95.6835
"4671","Myrf","MYRF","11","ortholog_one2one",89.6309
"4672","Cyp2u1","CYP2U1","4","ortholog_one2one",79.8113
"4673","Serpina11","SERPINA11","14","ortholog_one2one",74.2389
"4674","Nes","NES","1","ortholog_one2one",50.8047
"4675","Pkd1l2","PKD1L2","16","ortholog_one2one",63.6068
"4676","Strn4","STRN4","19","ortholog_one2one",94.2105
"4677","Gls","GLS","2","ortholog_one2one",94.6588
"4678","Stoml3","STOML3","13","ortholog_one2one",92.6829
"4679","Stk39","STK39","2","ortholog_one2one",95.5036
"4680","Srp68","SRP68","17","ortholog_one2one",95.68
"4681","Serpina9","SERPINA9","14","ortholog_one2one",65.5502
"4682","Bcl9","BCL9","1","ortholog_one2one",95.3684
"4683","Serpina12","SERPINA12","14","ortholog_one2one",61.5012
"4684","Rbm41","RBM41","X","ortholog_one2one",88.1007
"4685","Serpina5","SERPINA5","14","ortholog_one2one",63.2099
"4686","Zfp236","ZNF236","18","ortholog_one2one",88.6302
"4687","Galr2","GALR2","17","ortholog_one2one",84.9057
"4688","Palld","PALLD","4","ortholog_one2one",69.8864
"4689","Cpeb4","CPEB4","5","ortholog_one2one",98.3539
"4690","Prr7","PRR7","5","ortholog_one2one",95.9108
"4691","Slc35b3","SLC35B3","6","ortholog_one2one",82.3245
"4692","Rnf11","RNF11","1","ortholog_one2one",99.3506
"4693","Hapln2","HAPLN2","1","ortholog_one2one",91.4956
"4694","Nrcam","NRCAM","7","ortholog_one2one",93.3917
"4695","Vamp1","VAMP1","12","ortholog_one2one",65.4971
"4696","Frem2","FREM2","13","ortholog_one2one",88.3861
"4697","Cpn1","CPN1","10","ortholog_one2one",83.8074
"4698","Faf1","FAF1","1","ortholog_one2one",96.302
"4699","1700017B05Rik","C15orf39","15","ortholog_one2one",75.9531
"4700","Setx","SETX","9","ortholog_one2one",72.4112
"4701","Dagla","DAGLA","11","ortholog_one2one",97.0307
"4702","Phka2","PHKA2","X","ortholog_one2one",90.8502
"4703","Tapbpl","TAPBPL","12","ortholog_one2one",67.6275
"4704","Mst1r","MST1R","3","ortholog_one2one",75.3991
"4705","Ssh2","SSH2","17","ortholog_one2one",81.0357
"4706","Cd27","CD27","12","ortholog_one2one",66
"4707","Zfp516","ZNF516","18","ortholog_one2one",81.2446
"4708","Dmrta2","DMRTA2","1","ortholog_one2one",94.9153
"4709","Cdipt","CDIPT","16","ortholog_one2one",63.7168
"4710","Camkv","CAMKV","3","ortholog_one2one",92.5781
"4711","Chd1l","CHD1L","1","ortholog_one2one",85.6667
"4712","Senp1","SENP1","12","ortholog_one2one",85.1351
"4713","Gsdme","GSDME","7","ortholog_one2one",69.3359
"4714","Erlin1","ERLIN1","10","ortholog_one2one",95.977
"4715","Eya3","EYA3","1","ortholog_one2one",95.057
"4716","Ccnh","CCNH","5","ortholog_one2one",90.8257
"4717","Tshz1","TSHZ1","18","ortholog_one2one",92.1587
"4718","Traip","TRAIP","3","ortholog_one2one",79.1489
"4719","Zadh2","ZADH2","18","ortholog_one2one",88.0637
"4720","Arfgap1","ARFGAP1","20","ortholog_one2one",83.9623
"4721","Ttc23","TTC23","15","ortholog_one2one",67.2131
"4722","Zfp407","ZNF407","18","ortholog_one2one",74.9332
"4723","Tom1l2","TOM1L2","17","ortholog_one2one",94.8718
"4724","Chuk","CHUK","10","ortholog_one2one",95.302
"4725","Cndp1","CNDP1","18","ortholog_one2one",79.6748
"4726","Papss1","PAPSS1","4","ortholog_one2one",98.7179
"4727","Ppcdc","PPCDC","15","ortholog_one2one",87.2549
"4728","Pfkm","PFKM","12","ortholog_one2one",97.8205
"4729","Sema4f","SEMA4F","2","ortholog_one2one",90.4762
"4730","Nab1","NAB1","2","ortholog_one2one",92.7984
"4731","Ddx4","DDX4","5","ortholog_one2one",88.1868
"4732","Cndp2","CNDP2","18","ortholog_one2one",91.1579
"4733","Wdr83","WDR83","19","ortholog_one2one",93.9683
"4734","En1","EN1","2","ortholog_one2one",91.0224
"4735","Nemp2","NEMP2","2","ortholog_one2one",69.5962
"4736","Dkk2","DKK2","4","ortholog_one2one",95.3668
"4737","Arhgef6","ARHGEF6","X","ortholog_one2one",88.805
"4738","Ufm1","UFM1","13","ortholog_one2one",100
"4739","Wdr83os","WDR83OS","19","ortholog_one2one",100
"4740","Asb8","ASB8","12","ortholog_one2one",97.2222
"4741","Man2b1","MAN2B1","19","ortholog_one2one",75.4195
"4742","Fmo5","FMO5","1","ortholog_one2one",84.0525
"4743","Hikeshi","HIKESHI","11","ortholog_one2one",96.4467
"4744","Ltbr","LTBR","12","ortholog_one2one",68.6747
"4745","Ccdc184","CCDC184","12","ortholog_one2one",90.5759
"4746","Cyb5a","CYB5A","18","ortholog_one2one",87.3134
"4747","Slc38a9","SLC38A9","5","ortholog_one2one",91.25
"4748","Mvp","MVP","16","ortholog_one2one",90.4598
"4749","Wdr26","WDR26","1","ortholog_one2one",96.845
"4750","M1ap","M1AP","2","ortholog_one2one",71.8336
"4751","Gimd1","GIMD1","4","ortholog_one2one",73.2719
"4752","H1f7","H1-7","12","ortholog_one2one",31.1558
"4753","Prkab2","PRKAB2","1","ortholog_one2one",97.048
"4754","Zfp641","ZNF641","12","ortholog_one2one",82.7014
"4755","Scamp5","SCAMP5","15","ortholog_one2one",98.7234
"4756","Fbxo15","FBXO15","18","ortholog_one2one",53.9062
"4757","Dok1","DOK1","2","ortholog_one2one",83.61
"4758","Fam193a","FAM193A","4","ortholog_one2one",87.8708
"4759","Ppfibp1","PPFIBP1","12","ortholog_one2one",90
"4760","Olfr285","OR8S1","12","ortholog_one2one",58.3072
"4761","Larp4b","LARP4B","10","ortholog_one2one",84.2105
"4762","Gpatch4","GPATCH4","1","ortholog_one2one",53.9759
"4763","Csmd3","CSMD3","8","ortholog_one2one",97.5182
"4764","Olfr2","OR6A2","11","ortholog_one2one",89.9083
"4765","Cwf19l1","CWF19L1","10","ortholog_one2one",89.3855
"4766","Stxbp6","STXBP6","14","ortholog_one2one",98.5714
"4767","Timm21","TIMM21","18","ortholog_one2one",69.2623
"4768","Mrps34","MRPS34","16","ortholog_one2one",89.4495
"4769","Nme3","NME3","16","ortholog_one2one",88.1657
"4770","Zfp791","ZNF791","19","ortholog_one2one",66.8561
"4771","Wdr66","CFAP251","12","ortholog_one2one",61.7398
"4772","Cox5a","COX5A","15","ortholog_one2one",87.6712
"4773","Ddx60","DDX60","4","ortholog_one2one",74.9269
"4774","Olfr17","OR10A4","11","ortholog_one2one",88.254
"4775","Neto1","NETO1","18","ortholog_one2one",95.6848
"4776","Smim4","SMIM4","3","ortholog_one2one",49.0196
"4777","Synm","SYNM","15","ortholog_one2one",68.6099
"4778","Esd","ESD","13","ortholog_one2one",87.4576
"4779","Nova1","NOVA1","14","ortholog_one2one",99.6055
"4780","Gramd1b","GRAMD1B","11","ortholog_one2one",96.8109
"4781","Epb41l3","EPB41L3","18","ortholog_one2one",62.3574
"4782","Syt7","SYT7","11","ortholog_one2one",97.8166
"4783","Nsg2","NSG2","5","ortholog_one2one",97.076
"4784","Ppef1","PPEF1","X","ortholog_one2one",70
"4785","Bcl7a","BCL7A","12","ortholog_one2one",94.2857
"4786","Cbln2","CBLN2","18","ortholog_one2one",94.1964
"4787","Hap1","HAP1","17","ortholog_one2one",56.2102
"4788","Aimp1","AIMP1","4","ortholog_one2one",83.6991
"4789","Foxg1","FOXG1","14","ortholog_one2one",97.2973
"4790","Insig2","INSIG2","2","ortholog_one2one",96.8889
"4791","Prrt2","PRRT2","16","ortholog_one2one",77.4566
"4792","Rs1","RS1","X","ortholog_one2one",95.9821
"4793","Socs6","SOCS6","18","ortholog_one2one",85.1782
"4794","Olfr716","OR2D3","11","ortholog_one2one",79.6178
"4795","Frmpd3","FRMPD3","X","ortholog_one2one",91.6573
